Accepted Symbol,Synonym Symbol,Scientific Name,Growth Habit,Invasive,Bloat,C:N Ratio,Coppice Potential,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Lifespan,Nitrogen Fixation,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Moisture Use,pH (Minimum),pH (Maximum),"Planting Density per Acre, Maximum",Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Shade Tolerance,"Temperature, Minimum (°F)",Commercial Availability,Propogated by Seed,Fodder Product,Palatable Browse Animal,Palatable Graze Animal,Protein Potential
TECA7,,Tetramolopium capillare,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECO5,,Tetramolopium consanguineum,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECOC,,Tetramolopium consanguineum ssp. consanguineum,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECOL,,Tetramolopium consanguineum ssp. leptophyllum,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECOK,,Tetramolopium consanguineum ssp. leptophyllum var. kauense,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECOL2,,Tetramolopium consanguineum ssp. leptophyllum var. leptophyllum,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECO6,,Tetramolopium conyzoides,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEFI2,,Tetramolopium filiforme,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEFIF,,Tetramolopium filiforme var. filiforme,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEFIP,,Tetramolopium filiforme var. polyphyllum,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEHU,,Tetramolopium humile,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEHUH,,Tetramolopium humile ssp. haleakalae,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEHUH2,,Tetramolopium humile ssp. humile,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEHUH3,,Tetramolopium humile ssp. humile var. humile,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEHUS2,,Tetramolopium humile ssp. humile var. sublaeve,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELE2,,Tetramolopium lepidotum,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEA,,Tetramolopium lepidotum ssp. arbusculum,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEL2,,Tetramolopium lepidotum ssp. lepidotum,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERE3,,Tetramolopium remyi,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERO,,Tetramolopium rockii,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEROC,,Tetramolopium rockii var. calcisabulorum,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEROR,,Tetramolopium rockii var. rockii,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESY,,Tetramolopium sylvae,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TETE5,,Tetramolopium tenerrimum,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TETRA17,,Tetraneuris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAC,,Tetraneuris acaulis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEACA2,,Tetraneuris acaulis var. acaulis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEACA,,Tetraneuris acaulis var. arizonica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEACC,,Tetraneuris acaulis var. caespitosa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEACE,,Tetraneuris acaulis var. epunctata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEACN,,Tetraneuris acaulis var. nana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAR4,,Tetraneuris argentea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEBR,,Tetraneuris brandegeei,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
TEGR3,,Tetraneuris grandiflora,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEHE4,,Tetraneuris herbacea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEIV,,Tetraneuris ivesiana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELI3,,Tetraneuris linearifolia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELIA,,Tetraneuris linearifolia var. arenicola,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELIL,,Tetraneuris linearifolia var. linearifolia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESC2,,Tetraneuris scaposa,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
TESCA,,Tetraneuris scaposa var. argyrocaulon,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
TESCL,,Tetraneuris scaposa var. linearis,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
TESCS,,Tetraneuris scaposa var. scaposa,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
TESCV,,Tetraneuris scaposa var. villosa,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
TETO,,Tetraneuris torreyana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TETU2,,Tetraneuris turneri,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVE3,,Tetraneuris verdiensis,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
TETRA14,,Tetrapanax,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEPA3,,Tetrapanax papyrifer,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
TETRA20,,Tetraphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEGE,,Tetraphis geniculata,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEPE70,,Tetraphis pellucida,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
TETRA11,,Tetraplasandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEFL5,,Tetraplasandra flynnii,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEGY,,Tetraplasandra gymnocarpa,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
TEHA2,,Tetraplasandra hawaiensis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
TEKA3,,Tetraplasandra kavaiensis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
TEOA,,Tetraplasandra oahuensis,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
TEWA,,Tetraplasandra waialealae,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
TEWA3,,Tetraplasandra waimeae,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
TETRA10,,Tetraplodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAN5,,Tetraplodon angustatus,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEMN70,,Tetraplodon mnioides,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEPA70,,Tetraplodon pallidus,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEPA71,,Tetraplodon paradoxus,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEUR2,,Tetraplodon urceolatus,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
TETRA19,,Tetrapogon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVI81,,Tetrapogon villosus,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,
TETRA21,,Tetrapterys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEBU2,,Tetrapterys buxifolia,Vine,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEIN5,,Tetrapterys inaequalis,"Shrub, Vine",,,,,,,,,,,,,,,,,,,,,,,,,,,
TETRA23,,Tetrastigma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEVO4,,Tetrastigma voinieranum,,HEAR,,,,,,,,,,,,,,,,,,,,,,,,,,
TETRA7,,Tetrazygia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAN2,,Tetrazygia angustifolia,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
TEBI,,Tetrazygia bicolor,"Tree, Shrub",HEAR,,,,,,,,,,,,,,,,,,,,,,,,,,
TEBI2,,Tetrazygia biflora,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECR,,Tetrazygia crotonifolia,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEEL,,Tetrazygia elaeagnoides,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
TEUR,,Tetrazygia urbanii,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,
TETRO,,Tetrodontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEBR3,,Tetrodontium brownianum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEOV,,Tetrodontium ovatum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERE5,,Tetrodontium repandum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEUCR,,Teucrium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEBO,,Teucrium botrys,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECA3,,Teucrium canadense,Forb/herb,"NE&GP, SWSS",None,,No,Moderate,,3.3,Moderate,None,No,Yes,Yes,High,4.5,8,19360,20,60,4,Intermediate,-43,Routinely Available,Yes,No,Low,Low,
TECAC,,Teucrium canadense var. canadense,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECAH,,Teucrium canadense var. hypoleucum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECAO,,Teucrium canadense var. occidentale,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECH4,,Teucrium chamaedrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECU,,Teucrium cubense,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECUC,,Teucrium cubense var. cubense,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECUD2,,Teucrium cubense var. densum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECUL2,,Teucrium cubense var. laevigatum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEFR3,,Teucrium fruticans,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEGL2,,Teucrium glandulosum,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
TELA,,Teucrium laciniatum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEOR,,Teucrium orientale,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESC,,Teucrium scorodonia,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXOS,,Texosporium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESA,,Texosporium santi-jacobi,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,
THALA,,Thalassia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THHE4,,Thalassia hemprichii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THTE6,,Thalassia testudinum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THALA2,,Thalassodendron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THCI2,,Thalassodendron ciliatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THALI,,Thalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THDE,,Thalia dealbata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THGE2,,Thalia geniculata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THALI2,,Thalictrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THAL,,Thalictrum alpinum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THAQ,,Thalictrum aquilegifolium,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THAR,,Thalictrum arkansanum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THCL,,Thalictrum clavatum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THCO5,,Thalictrum cooleyi,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THCO2,,Thalictrum coriaceum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THDA,,Thalictrum dasycarpum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THDE5,,Thalictrum debile,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THDI,,Thalictrum dioicum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THFE,,Thalictrum fendleri,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THFEF,,Thalictrum fendleri var. fendleri,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THFEP2,,Thalictrum fendleri var. polycarpum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THFEW,,Thalictrum fendleri var. wrightii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
THHE2,,Thalictrum heliophilum,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,
